,Match,ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,Insect,GenusOnly,Commensal.,ZooScore,ConfidenceScore,XC_ZooScore,XC_CScore,XC_Notes,XC_WhoBy,XC_Date,PGF_ZooScore,PGF_CScore,PGF_notes,Non.GMPD,SearchStringGoog,Googlehits.As.of.2.8.2017.,SearchStringWOS,WOShits..As.of.2.6.2017.,Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF.Citation,PGF.more.citations,Nematode,GMPD_traits,GMPD_tax,Google,Tao.note,GMPDtraits,GMPDtax,ParasiteCorrectedName.updated,close,nonclose,vector,intermediate,ParasiteReportedName,HasBinomialName,NameObservations,FLAG,NameID,NameCitation,ParType,ParPhylum,ParClass,ParOrder,ParFamily,StrainorSubsps
2101,Troglostrongylus wilsoni,Troglostrongylus wilsoni,NA,0,,,,-1,2,,VR,42584,,,,0,Troglostrongylus wilsoni      ,56,Troglostrongylus wilsoni      ,11,,Sarmiento and Stough 1956,,VR,42584,,,,1,0,1,No,,,,Troglostrongylus wilsoni,0,0,0,1,Troglostrongylus wilsoni,yes,valid name in NCBI,,NCBI 242472,,Helminth,Nematoda,Secernentea,Rhabditida,Crenosomatidae,
2149,Trypanoxyuris atelis,Paraoxyuronema atelis,NA,0,,-1,3,-1,3,,VR,42675,,,,0,Paraoxyuronema atelis      ,11,Paraoxyuronema atelis      ,1,pinworm found in spider monkeys,"Hugot et al., 1996",,VR,42675,,,,NA,0,0,Yes,"Pinto, Hudson Alves, et al. ""Trypanoxyuris (Paraoxyuronema) lagothricis (Nematoda: Oxyuridae) in Lagothrix cana (Primates: Atelidae) from Brazil."" Revista Brasileira de Parasitologia Veterin ria 22.2 (2013): 307-311.",Trypanoxyuris atelis,Trypanoxyuris atelis,Trypanoxyuris atelis,1,1,0,0,Buckleyenterobius atelis,yes,synonym (subgenus),,Hasegawa et al. 2004,"Hasegawa, H., Ikeda, Y., de Jes??s D??az-Aquino, J., & Fukui, D. (2004). Redescription of two pinworms from the black-handed spider monkey, Ateles geoffroyi, with reestablishment of Oxyuronema and Buckleyenterobius (Nematoda: Oxyuroidea). Comparative Parasitology, 71(2), 166-174.",Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2153,Trypanoxyuris callicebi,Trypanoxyuris callicebi,NA,0,,,,-1,3,,VR,42572,,,,0,Trypanoxyuris callicebi      ,21,Trypanoxyuris callicebi      ,0,,"Hugot et al., 1994",,VR,42572,,,,NA,0,1,No,,,,Trypanoxyuris callicebi,1,1,0,0,Trypanoxyuris callicebi,yes,valid in papers,,Hugot 1999,"Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.",Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2154,Trypanoxyuris callis,Trypanoxyuris callis,NA,0,,,,-1,3,,VR,42572,,,,0,Trypanoxyuris callis      ,1,Trypanoxyuris callis      ,0,Found in Cebus capucinus,"Pinto et al., 2011",,VR,42572,,,,NA,0,1,No,,,,Trypanoxyuris callis,1,1,0,0,Trypanoxyuris callis,yes,found in Smithsonian,,USNM # 1354710,,Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2155,Trypanoxyuris callithricis,Trypanoxyuris callithricis,NA,0,,,,-1,3,,VR,42572,,,,0,Trypanoxyuris callithricis      ,34,Trypanoxyuris callithricis      ,0,Found in Saguinus fuscicollis,"Monteiro et al., 2009",,VR,42572,,,,NA,0,1,No,,,,Trypanoxyuris callithricis,1,1,0,0,Trypanoxyuris callithricis,yes,valid in papers,,Hugot 1999,"Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.",Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2159,Trypanoxyuris clementinae,Trypanoxyuris clementinae,NA,0,,,,-1,3,,VR,42572,,,,0,Trypanoxyuris clementinae      ,9,Trypanoxyuris clementinae      ,1,Found in Cebus apella,"Pinto et al., 2013",,VR,42572,,,,NA,0,1,No,,,,Trypanoxyuris clementinae,1,1,0,0,Trypanoxyuris clementinae,yes,valid in papers,,Hugot 1999,"Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.",Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2161,Trypanoxyuris croizati,Trypanoxyuris croizati,NA,0,,,,-1,3,,VR,42572,,,,0,Trypanoxyuris croizati      ,15,Trypanoxyuris croizati      ,0,,"Hugot et al., 1994",NEED,VR,42572,,,,NA,0,1,No,,,,Trypanoxyuris croizati,1,1,0,0,Trypanoxyuris croizati,yes,valid in papers,,Hugot 1999,"Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.",Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2162,Trypanoxyuris goeldii,Trypanoxyuris goeldii,NA,0,,,,-1,3,,VR,42572,,,,0,Trypanoxyuris goeldii      ,31,Trypanoxyuris goeldii      ,2,,Hugot 1984,,VR,42572,,,,NA,0,1,No,,,,Trypanoxyuris goeldii,1,1,0,0,Hapaloxyuris goeldii,yes,valid in papers,,Hugot 1999,"Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.",Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2163,Trypanoxyuris lagothricis,Trypanoxyuris lagothricis,NA,0,,,,-1,3,,VR,42572,,,,0,Trypanoxyuris lagothricis      ,23,Trypanoxyuris lagothricis      ,4,Found in Lagothrix cana,"Pinto et al., 2013",,VR,42572,,,,NA,0,1,No,,,,Trypanoxyuris lagothricis,1,1,0,0,Paraoxyuronema lagothricis,yes,valid in papers,,Pinto et al 2013,"Pinto, H. A., Ferreira Junior, F. C., Mati, V. L. T., & Melo, A. L. D. (2013). Trypanoxyuris (Paraoxyuronema) lagothricis (Nematoda: Oxyuridae) in Lagothrix cana (Primates: Atelidae) from Brazil.?Revista Brasileira de Parasitologia Veterinòria,?22(2), 307-311.",Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2167,Trypanoxyuris microon,Trypanoxyuris microon,NA,0,,,,-1,3,,VR,42572,,,,0,Trypanoxyuris microon      ,39,Trypanoxyuris microon      ,9,Found in Owl Monkeys,"Monteiro et al., 2009",,VR,42572,,,,NA,0,1,No,,,,Trypanoxyuris microon,1,1,0,0,Trypanoxyuris (Trypanoxyuris) microon,yes,valid name in NCBI,,NCBI 338317,,Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2169,Trypanoxyuris minutus,Trypanoxyuris minutus,NA,0,,,,-1,3,,VR,42572,,,,0,Trypanoxyuris minutus      ,95,Trypanoxyuris minutus      ,0,Found in Alouatta guariba,"Stuart et al., 1998",,VR,42572,,,,NA,0,1,No,,,,Trypanoxyuris minutus,1,1,0,0,Trypanoxyuris minutus,yes,valid name in NCBI,,NCBI 1630202,,Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2171,Trypanoxyuris oedipi,Trypanoxyuris oedipi,NA,0,,,,-1,3,,VR,42571,,,,0,Trypanoxyuris oedipi      ,30,Trypanoxyuris oedipi      ,0,Found in Saguinus oedipus,"Pinto et al., 2013",,VR,42571,,,,NA,0,1,No,,,,Trypanoxyuris oedipi,1,1,0,0,Hapaloxyuris oedipi,yes,valid in papers,,Hugot 1999,"Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.",Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2173,Trypanoxyuris satanas,Trypanoxyuris satanas,NA,0,,,,-1,3,,VR,42571,,,,0,Trypanoxyuris satanas      ,20,Trypanoxyuris satanas      ,0,Documented in non-human primates,"Hugot et al., 1996",,VR,42571,,,,NA,0,1,No,,,,Trypanoxyuris satanas,1,1,0,0,Trypanoxyuris (Trypanoxyuris) satanas,yes,valid in papers,,Hugot 1999,"Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.",Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2175,Trypanoxyuris sceleratus,Trypanoxyuris sceleratus,NA,0,,,,-1,3,,VR,42571,,,,0,Trypanoxyuris sceleratus      ,25,Trypanoxyuris sceleratus      ,0,Documented in the genus Saimiri (Squirrel Monkeys),"Hasegawa et al., 2004",,VR,42571,,,,NA,0,1,No,,,,Trypanoxyuris sceleratus,1,1,0,0,Trypanoxyuris (Trypanoxyuris) sceleratus,yes,valid in papers,,Hugot 1999,"Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.",Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2178,Trypanoxyuris trypanuris,Trypanoxyuris trypanuris,NA,0,,,,-1,3,,VR,42571,,,,0,Trypanoxyuris trypanuris      ,21,Trypanoxyuris trypanuris      ,28,Known to infect Cebidae and Atelidae primates,"Hugot et al., 1996",,VR,42571,,,,NA,0,1,No,,,,Trypanoxyuris trypanuris,1,1,0,0,Trypanoxyuris trypanuris,yes,valid in papers,,Hugot 1999,"Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.",Helminth,Nematoda,Secernentea,Oxyurida,Oxyuridae,
2180,Umingmakstrongylus pallikuukensis,Umingmakstrongylus pallikuukensis,NA,0,,,,-1,2,,VR,42571,,,,0,Umingmakstrongylus pallikuukensis      ,169,Umingmakstrongylus pallikuukensis      ,0,,"Kutz et al., 2001; Hobart et al., 1995",,VR,42571,,,,1,0,1,No,,,,Umingmakstrongylus pallikuukensis,0,0,0,1,Umingmakstrongylus pallikuukensis,yes,valid name in NCBI,,NCBI 283908,,Helminth,Nematoda,Secernentea,Strongylida,Protostrongylidae,
2181,Unicinaria lucasi,Unicinaria lucasi,NA,0,,,,-1,3,,VR,42571,,,,0,Unicinaria lucasi      ,2,Unicinaria lucasi      ,1,,"Kuzminia and Kuzmin 2015; Lyons et al., 2012",,VR,42571,,,,1,0,1,No,,,,Unicinaria lucasi,1,1,0,0,Uncinaria lucasi,yes,valid name in NCBI,,NCBI 1080936,,Helminth,Nematoda,Secernentea,Rhabditida,Ancylostomatidae,
2183,Unicinaria stenocephala,Unicinaria stenocephala,NA,0,,1,2,-1,1,,VR,42564,,,,0,Unicinaria stenocephala      ,20,Unicinaria stenocephala      ,2568,,"ACHA et al., (Vol III, Pg 249)",,VR,42564,,,,1,0,1,No,,,,Unicinaria stenocephala,0,1,0,0,Unicaria stenocephala,yes,valid name in NCBI,,NCBI 125367,,Helminth,Nematoda,Secernentea,Rhabditida,Ancylostomatidae,
